date,cal_holiday,weather_temp,weather_rain_1h,weather_snow_1h,weather_clouds_all,weather_main,weather_description,traffic_volume
2017-04-27 03:00:00,None,274.15,0,0,90,Snow,light snow,364
2017-04-27 04:00:00,None,274.29,0,0,90,Haze,haze,848
2017-04-27 05:00:00,None,273.95,0,0,90,Mist,mist,2788
2017-04-27 06:00:00,None,273.65,0,0,90,Snow,light snow,5610
2017-04-27 07:00:00,None,273.48,0,0,90,Snow,light snow,6302
2017-04-27 08:00:00,None,273.42,0,0,90,Snow,light snow,5826
2017-04-27 09:00:00,None,272.95,0,0,90,Clouds,overcast clouds,5750
2017-04-27 10:00:00,None,273.08,0,0,90,Snow,snow,4625
2017-04-27 11:00:00,None,273.42,0,0,90,Clouds,overcast clouds,5054
2017-04-27 12:00:00,None,273.46,0,0,90,Mist,mist,5065
2017-04-27 13:00:00,None,273.95,0,0,90,Snow,light snow,5248
2017-04-27 14:00:00,None,274.02,0,0,90,Clouds,overcast clouds,5263
2017-04-27 15:00:00,None,274.09,0,0,90,Clouds,overcast clouds,6015
2017-04-27 16:00:00,None,274.03,0,0,90,Clouds,overcast clouds,6957
2017-04-27 17:00:00,None,274.09,0,0,90,Clouds,overcast clouds,6557
2017-04-27 18:00:00,None,274.09,0,0,90,Clouds,overcast clouds,4821
2017-04-27 19:00:00,None,274.03,0,0,90,Clouds,overcast clouds,3799
2017-04-27 20:00:00,None,273.96,0,0,90,Clouds,overcast clouds,3147
2017-04-27 21:00:00,None,273.96,0,0,90,Clouds,overcast clouds,3115
2017-04-27 22:00:00,None,274.28,0,0,90,Clouds,overcast clouds,2065
2017-04-27 23:00:00,None,274.29,0,0,90,Clouds,overcast clouds,1671
2017-04-28 00:00:00,None,274.42,0,0,90,Clouds,overcast clouds,796
2017-04-28 01:00:00,None,274.42,0,0,90,Clouds,overcast clouds,498
2017-04-28 02:00:00,None,274.44,0,0,90,Clouds,overcast clouds,428
2017-04-28 03:00:00,None,274.58,0,0,90,Clouds,overcast clouds,477
2017-04-28 04:00:00,None,274.92,0,0,90,Clouds,overcast clouds,865
2017-04-28 05:00:00,None,275.15,0,0,90,Clouds,overcast clouds,2770
2017-04-28 06:00:00,None,274.82,0,0,90,Clouds,overcast clouds,5739
2017-04-28 07:00:00,None,274.58,0,0,90,Clouds,overcast clouds,6882
2017-04-28 08:00:00,None,275.35,0,0,5,Clear,sky is clear,6092
2017-04-28 09:00:00,None,275.95,0,0,1,Clear,sky is clear,5316
2017-04-28 10:00:00,None,277.08,0,0,1,Clear,sky is clear,5005
2017-04-28 11:00:00,None,277.81,0,0,40,Clouds,scattered clouds,5268
2017-04-28 12:00:00,None,279.02,0,0,75,Clouds,broken clouds,5602
2017-04-28 13:00:00,None,279.68,0,0,1,Clear,sky is clear,5345
2017-04-28 14:00:00,None,280.75,0,0,40,Clouds,scattered clouds,5727
2017-04-28 15:00:00,None,281.65,0,0,1,Clear,sky is clear,6137
2017-04-28 16:00:00,None,281.95,0,0,75,Clouds,broken clouds,6495
2017-04-28 17:00:00,None,282.82,0,0,1,Clear,sky is clear,6152
2017-04-28 18:00:00,None,282.96,0,0,1,Clear,sky is clear,5206
2017-04-28 19:00:00,None,282.9,0,0,75,Clouds,broken clouds,4089
2017-04-28 20:00:00,None,282.15,0,0,75,Clouds,broken clouds,3454
2017-04-28 21:00:00,None,281.15,0,0,1,Clear,sky is clear,3294
2017-04-28 22:00:00,None,279.36,0,0,1,Clear,sky is clear,2916
2017-04-28 23:00:00,None,278.02,0,0,1,Clear,sky is clear,2547
2017-04-29 00:00:00,None,277.22,0,0,1,Clear,sky is clear,1503
2017-04-29 01:00:00,None,277.86,0,0,1,Clear,sky is clear,842
2017-04-29 02:00:00,None,277.96,0,0,1,Clear,sky is clear,573
2017-04-29 03:00:00,None,277.16,0,0,1,Clear,sky is clear,429
2017-04-29 04:00:00,None,276.8,0,0,1,Clear,sky is clear,374
2017-04-29 05:00:00,None,275.82,0,0,1,Clear,sky is clear,776
2017-04-29 06:00:00,None,275.23,0,0,1,Clear,sky is clear,1475
2017-04-29 07:00:00,None,275.58,0,0,75,Clouds,broken clouds,2609
2017-04-29 08:00:00,None,276.48,0,0,1,Clear,sky is clear,3622
2017-04-29 09:00:00,None,277.58,0,0,75,Clouds,broken clouds,4179
2017-04-29 10:00:00,None,279.27,0,0,75,Clouds,broken clouds,4489
2017-04-29 11:00:00,None,280.95,0,0,1,Clear,sky is clear,4917
2017-04-29 12:00:00,None,282.35,0,0,1,Clear,sky is clear,5252
2017-04-29 13:00:00,None,283.62,0,0,90,Clouds,overcast clouds,4857
2017-04-29 14:00:00,None,284.48,0,0,90,Clouds,overcast clouds,5235
2017-04-29 15:00:00,None,285.15,0,0,90,Clouds,overcast clouds,4981
2017-04-29 16:00:00,None,285.48,0,0,1,Clear,sky is clear,4874
2017-04-29 17:00:00,None,285.95,0,0,90,Clouds,overcast clouds,4974
2017-04-29 18:00:00,None,285.75,0,0,90,Clouds,overcast clouds,4725
2017-04-29 19:00:00,None,284.65,0,0,1,Clear,sky is clear,3815
2017-04-29 20:00:00,None,284.48,0,0,90,Clouds,overcast clouds,3263
2017-04-29 21:00:00,None,283.89,0,0,90,Clouds,overcast clouds,3160
2017-04-29 22:00:00,None,283.22,0,0,1,Clear,sky is clear,2990
2017-04-29 23:00:00,None,282.3,0,0,1,Clear,sky is clear,2191
2017-04-30 00:00:00,None,281.46,0,0,1,Clear,sky is clear,1360
2017-04-30 01:00:00,None,280.87,0,0,1,Clear,sky is clear,869
2017-04-30 02:00:00,None,280.37,0,0,1,Clear,sky is clear,628
2017-04-30 03:00:00,None,279.87,0,0,90,Clouds,overcast clouds,358
2017-04-30 04:00:00,None,279.66,0,0,90,Clouds,overcast clouds,319
2017-04-30 05:00:00,None,279.37,0,0,40,Clouds,scattered clouds,443
2017-04-30 06:00:00,None,279.08,0,0,90,Clouds,overcast clouds,875
2017-04-30 07:00:00,None,278.87,0,0,90,Clouds,overcast clouds,1331
2017-04-30 08:00:00,None,278.82,0,0,90,Drizzle,drizzle,2104
2017-04-30 09:00:00,None,279.08,0,0,90,Rain,light rain,2887
2017-04-30 10:00:00,None,278.84,0,0,90,Rain,moderate rain,3489
2017-04-30 11:00:00,None,279.08,0,0,90,Rain,light rain,3947
2017-04-30 12:00:00,None,279.48,0,0,90,Rain,light rain,4119
2017-04-30 13:00:00,None,279.59,0,0,90,Rain,moderate rain,4622
2017-04-30 14:00:00,None,279.95,0,0,90,Rain,light rain,4566
2017-04-30 15:00:00,None,280.52,0,0,90,Clouds,overcast clouds,4444
2017-04-30 16:00:00,None,280.84,0,0,90,Clouds,overcast clouds,4380
2017-04-30 17:00:00,None,281.27,0,0,90,Clouds,overcast clouds,4196
2017-04-30 18:00:00,None,281.03,0,0,90,Rain,proximity shower rain,3584
2017-04-30 19:00:00,None,280.35,0,0,90,Rain,light rain,2951
2017-04-30 20:00:00,None,280.02,0,0,90,Rain,light rain,2478
2017-04-30 21:00:00,None,278.88,0,0,90,Rain,moderate rain,2118
2017-04-30 22:00:00,None,278.69,0,0,90,Rain,moderate rain,1575
2017-04-30 23:00:00,None,277.8,0,0,90,Rain,moderate rain,916
2017-05-01 00:00:00,None,276.61,0,0,90,Rain,heavy intensity rain,530
2017-05-01 01:00:00,None,275.84,0,0,90,Rain,moderate rain,362
2017-05-01 02:00:00,None,275.55,0,0,90,Rain,moderate rain,245
2017-05-01 03:00:00,None,275.76,0,0,90,Rain,light rain,312
2017-05-01 04:00:00,None,275.69,0,0,90,Rain,moderate rain,792
2017-05-01 05:00:00,None,275.84,0,0,90,Drizzle,heavy intensity drizzle,2732
2017-05-01 06:00:00,None,276.01,0,0,90,Drizzle,drizzle,5444
2017-05-01 07:00:00,None,276,0,0,90,Drizzle,heavy intensity drizzle,6293
2017-05-01 08:00:00,None,276.08,0,0,90,Rain,light rain,5933
2017-05-01 09:00:00,None,276.62,0,0,90,Drizzle,drizzle,4853
2017-05-01 10:00:00,None,276.69,0,0,90,Drizzle,light intensity drizzle,4457
2017-05-01 11:00:00,None,276.95,0,0,90,Rain,light rain,4535
2017-05-01 12:00:00,None,276.82,0,0,90,Rain,moderate rain,4711
2017-05-01 13:00:00,None,276.84,0,0,90,Rain,moderate rain,4691
2017-05-01 14:00:00,None,276.34,0,0,90,Rain,moderate rain,4877
2017-05-01 15:00:00,None,276.28,0,0,90,Snow,sleet,5258
2017-05-01 16:00:00,None,276.22,0,0,90,Rain,light rain,5904
2017-05-01 17:00:00,None,276.65,0,0,90,Rain,moderate rain,5571
2017-05-01 18:00:00,None,276.61,0,0,90,Rain,light rain,4386
2017-05-01 19:00:00,None,276.88,0,0,90,Rain,moderate rain,3086
2017-05-01 20:00:00,None,276.88,0,0,90,Drizzle,drizzle,2481
2017-05-01 21:00:00,None,276.88,0,0,90,Drizzle,drizzle,2308
2017-05-01 22:00:00,None,276.89,0,0,90,Drizzle,drizzle,2049
2017-05-01 23:00:00,None,276.71,0,0,90,Rain,light rain,1051
2017-05-02 00:00:00,None,276.62,0,0,90,Rain,light rain,550
2017-05-02 01:00:00,None,276.48,0,0,90,Rain,light rain,363
2017-05-02 02:00:00,None,276.29,0,0,90,Rain,moderate rain,242
2017-05-02 03:00:00,None,276.29,0,0,90,Rain,light rain,333
2017-05-02 04:00:00,None,277,0,0,90,Rain,light rain,854
2017-05-02 05:00:00,None,277.15,0,0,90,Drizzle,drizzle,2858
2017-05-02 06:00:00,None,276.95,0,0,90,Rain,light rain,6022
2017-05-02 07:00:00,None,277.58,0,0,40,Clouds,scattered clouds,7126
2017-05-02 08:00:00,None,279.08,0,0,40,Clouds,scattered clouds,6089
2017-05-02 09:00:00,None,279.61,0,0,40,Clouds,scattered clouds,5170
2017-05-02 10:00:00,None,281.27,0,0,75,Clouds,broken clouds,4720
2017-05-02 11:00:00,None,282.21,0,0,75,Clouds,broken clouds,4711
2017-05-02 12:00:00,None,283.26,0,0,75,Clouds,broken clouds,4693
2017-05-02 13:00:00,None,284.88,0,0,75,Clouds,broken clouds,4830
2017-05-02 14:00:00,None,285.83,0,0,1,Clear,sky is clear,5317
2017-05-02 15:00:00,None,287.14,0,0,75,Clouds,broken clouds,5863
2017-05-02 16:00:00,None,288.21,0,0,75,Clouds,broken clouds,6650
2017-05-02 17:00:00,None,288.77,0,0,75,Clouds,broken clouds,6274
2017-05-02 18:00:00,None,289.03,0,0,75,Clouds,broken clouds,4771
2017-05-02 19:00:00,None,288.75,0,0,75,Clouds,broken clouds,3504
2017-05-02 20:00:00,None,288.03,0,0,40,Clouds,scattered clouds,3038
2017-05-02 21:00:00,None,285.78,0,0,1,Clear,sky is clear,2683
2017-05-02 22:00:00,None,282.84,0,0,5,Clear,sky is clear,1830
2017-05-02 23:00:00,None,281.48,0,0,40,Clouds,scattered clouds,1315
2017-05-03 00:00:00,None,281.02,0,0,75,Clouds,broken clouds,740
2017-05-03 01:00:00,None,280.65,0,0,75,Clouds,broken clouds,466
2017-05-03 02:00:00,None,280.35,0,0,1,Clear,sky is clear,346
2017-05-03 03:00:00,None,279.81,0,0,75,Clouds,broken clouds,463
2017-05-03 04:00:00,None,279.81,0,0,1,Clear,sky is clear,1057
2017-05-03 05:00:00,None,279.22,0,0,1,Clear,sky is clear,2970
2017-05-03 06:00:00,None,278.28,0,0,1,Clear,sky is clear,6054
2017-05-03 07:00:00,None,278.68,0,0,1,Clear,sky is clear,6230
2017-05-03 08:00:00,None,280.86,0,0,1,Clear,sky is clear,4922
2017-05-03 09:00:00,None,283.71,0,0,1,Clear,sky is clear,5531
2017-05-03 10:00:00,None,285.77,0,0,1,Clear,sky is clear,4845
2017-05-03 11:00:00,None,287.96,0,0,1,Clear,sky is clear,4830
2017-05-03 12:00:00,None,288.72,0,0,90,Clouds,overcast clouds,5035
2017-05-03 13:00:00,None,289.95,0,0,75,Clouds,broken clouds,5069
2017-05-03 14:00:00,None,290.86,0,0,75,Clouds,broken clouds,5094
2017-05-03 15:00:00,None,290.46,0,0,75,Clouds,broken clouds,5856
2017-05-03 16:00:00,None,290.59,0,0,1,Clear,sky is clear,6754
2017-05-03 17:00:00,None,290.87,0,0,75,Clouds,broken clouds,6467
2017-05-03 18:00:00,None,289.71,0,0,75,Clouds,broken clouds,4936
2017-05-03 19:00:00,None,289.29,0,0,75,Rain,light rain,3626
2017-05-03 20:00:00,None,288.62,0,0,90,Clouds,overcast clouds,3144
2017-05-03 21:00:00,None,287.78,0,0,40,Clouds,scattered clouds,2556
2017-05-03 22:00:00,None,286.35,0,0,90,Rain,moderate rain,2118
2017-05-03 23:00:00,None,285.22,0,0,75,Rain,moderate rain,1118
2017-05-04 00:00:00,None,284.85,0,0,1,Drizzle,light intensity drizzle,574
2017-05-04 01:00:00,None,283.53,0,0,1,Haze,haze,384
2017-05-04 02:00:00,None,282.6,0,0,1,Clear,sky is clear,287
2017-05-04 03:00:00,None,281.56,0,0,1,Mist,mist,368
2017-05-04 04:00:00,None,280.75,0,0,1,Clear,sky is clear,913
2017-05-04 05:00:00,None,279.28,0,0,1,Mist,mist,2786
2017-05-04 06:00:00,None,279.22,0,0,1,Clear,sky is clear,5941
2017-05-04 07:00:00,None,279.21,0,0,1,Mist,mist,6479
2017-05-04 08:00:00,None,281.95,0,0,5,Clear,sky is clear,5847
2017-05-04 09:00:00,None,284.15,0,0,1,Clear,sky is clear,5846
2017-05-04 10:00:00,None,286.33,0,0,1,Clear,sky is clear,4884
2017-05-04 11:00:00,None,288.15,0,0,1,Clear,sky is clear,5093
2017-05-04 12:00:00,None,289.77,0,0,1,Clear,sky is clear,5118
2017-05-04 13:00:00,None,291.08,0,0,40,Clouds,scattered clouds,5097
2017-05-04 14:00:00,None,291.68,0,0,40,Clouds,scattered clouds,5559
2017-05-04 15:00:00,None,292.08,0,0,75,Clouds,broken clouds,5931
2017-05-04 16:00:00,None,292.52,0,0,40,Clouds,scattered clouds,6736
2017-05-04 17:00:00,None,292.88,0,0,40,Clouds,scattered clouds,6402
2017-05-04 18:00:00,None,292.65,0,0,75,Clouds,broken clouds,4989
2017-05-04 19:00:00,None,292.29,0,0,90,Clouds,overcast clouds,3799
2017-05-04 20:00:00,None,291.4,0,0,90,Clouds,overcast clouds,3361
2017-05-04 21:00:00,None,289.03,0,0,1,Clear,sky is clear,2774
2017-05-04 22:00:00,None,286.09,0,0,40,Clouds,scattered clouds,2393
2017-05-04 23:00:00,None,284.29,0,0,1,Clear,sky is clear,1316
2017-05-05 00:00:00,None,282.95,0,0,1,Clear,sky is clear,739
2017-05-05 01:00:00,None,281.62,0,0,1,Clear,sky is clear,455
2017-05-05 02:00:00,None,280.89,0,0,1,Clear,sky is clear,293
2017-05-05 03:00:00,None,279.75,0,0,1,Clear,sky is clear,397
2017-05-05 04:00:00,None,279.02,0,0,1,Clear,sky is clear,791
2017-05-05 05:00:00,None,278.42,0,0,1,Clear,sky is clear,2743
2017-05-05 06:00:00,None,277.82,0,0,1,Clear,sky is clear,5518
2017-05-05 07:00:00,None,277.69,0,0,1,Clear,sky is clear,6153
2017-05-05 08:00:00,None,280.95,0,0,1,Fog,fog,5868
2017-05-05 09:00:00,None,286.47,0,0,1,Clear,sky is clear,5186
2017-05-05 10:00:00,None,288,0,0,1,Clear,sky is clear,4861
2017-05-05 11:00:00,None,290.33,0,0,5,Clear,sky is clear,5341
2017-05-05 12:00:00,None,293.58,0,0,1,Clear,sky is clear,5232
2017-05-05 13:00:00,None,293.89,0,0,5,Clear,sky is clear,5301
2017-05-05 14:00:00,None,295.7,0,0,1,Clear,sky is clear,5400
2017-05-05 15:00:00,None,296.15,0,0,1,Clear,sky is clear,6010
2017-05-05 16:00:00,None,297.21,0,0,40,Clouds,scattered clouds,6528
2017-05-05 17:00:00,None,297.42,0,0,75,Clouds,broken clouds,5814
2017-05-05 18:00:00,None,297.64,0,0,40,Clouds,scattered clouds,5062
2017-05-05 19:00:00,None,297.71,0,0,40,Clouds,scattered clouds,4037
2017-05-05 20:00:00,None,297.08,0,0,40,Clouds,scattered clouds,3502
2017-05-05 21:00:00,None,294.69,0,0,20,Clouds,few clouds,3635
2017-05-05 22:00:00,None,291.83,0,0,5,Clear,sky is clear,3164
2017-05-05 23:00:00,None,289.43,0,0,1,Clear,sky is clear,2042
2017-05-06 00:00:00,None,287.63,0,0,1,Clear,sky is clear,1418
2017-05-06 01:00:00,None,285.69,0,0,1,Clear,sky is clear,1314
2017-05-06 02:00:00,None,284.16,0,0,1,Clear,sky is clear,882
2017-05-06 03:00:00,None,282.56,0,0,1,Clear,sky is clear,511
2017-05-06 04:00:00,None,281.22,0,0,1,Clear,sky is clear,481
2017-05-06 05:00:00,None,280.16,0,0,1,Clear,sky is clear,787
2017-05-06 06:00:00,None,279.36,0,0,1,Clear,sky is clear,1585
2017-05-06 07:00:00,None,279.02,0,0,1,Clear,sky is clear,2328
2017-05-06 08:00:00,None,280.48,0,0,1,Clear,sky is clear,3565
2017-05-06 09:00:00,None,282.82,0,0,5,Clear,sky is clear,4105
2017-05-06 10:00:00,None,285.08,0,0,1,Clear,sky is clear,4389
2017-05-06 11:00:00,None,287.02,0,0,1,Clear,sky is clear,4613
2017-05-06 12:00:00,None,288.95,0,0,5,Clear,sky is clear,5196
2017-05-06 13:00:00,None,289.95,0,0,20,Clouds,few clouds,5236
2017-05-06 14:00:00,None,290.84,0,0,40,Clouds,scattered clouds,4908
2017-05-06 15:00:00,None,291.79,0,0,40,Clouds,scattered clouds,5158
2017-05-06 16:00:00,None,292.28,0,0,1,Clear,sky is clear,4894
2017-05-06 17:00:00,None,292.46,0,0,40,Clouds,scattered clouds,4545
2017-05-06 18:00:00,None,292.22,0,0,1,Clear,sky is clear,4487
2017-05-06 19:00:00,None,291.77,0,0,1,Clear,sky is clear,3938
2017-05-06 20:00:00,None,290.65,0,0,1,Clear,sky is clear,3543
2017-05-06 21:00:00,None,289.59,0,0,1,Clear,sky is clear,3361
2017-05-06 22:00:00,None,288.46,0,0,1,Clear,sky is clear,3424
2017-05-06 23:00:00,None,287.15,0,0,1,Clear,sky is clear,2308
2017-05-07 00:00:00,None,286.15,0,0,1,Clear,sky is clear,1892
2017-05-07 01:00:00,None,285.09,0,0,40,Clouds,scattered clouds,1324
2017-05-07 02:00:00,None,284.15,0,0,40,Clouds,scattered clouds,683
2017-05-07 03:00:00,None,283.21,0,0,40,Clouds,scattered clouds,443
2017-05-07 04:00:00,None,282.78,0,0,90,Clouds,overcast clouds,396
2017-05-07 05:00:00,None,282.4,0,0,75,Clouds,broken clouds,578
2017-05-07 06:00:00,None,281.84,0,0,75,Clouds,broken clouds,1129
2017-05-07 07:00:00,None,282.08,0,0,40,Clouds,scattered clouds,1435
2017-05-07 08:00:00,None,282.35,0,0,90,Clouds,overcast clouds,2268
2017-05-07 09:00:00,None,282.95,0,0,90,Clouds,overcast clouds,3270
2017-05-07 10:00:00,None,283.79,0,0,40,Clouds,scattered clouds,4239
2017-05-07 11:00:00,None,285.14,0,0,75,Clouds,broken clouds,4749
2017-05-07 12:00:00,None,287.68,0,0,1,Clear,sky is clear,5097
2017-05-07 13:00:00,None,287.9,0,0,1,Clear,sky is clear,4541
2017-05-07 14:00:00,None,289.21,0,0,20,Clouds,few clouds,4541
2017-05-07 15:00:00,None,290.08,0,0,1,Clear,sky is clear,4548
2017-05-07 16:00:00,None,290.9,0,0,40,Clouds,scattered clouds,4491
2017-05-07 17:00:00,None,291.28,0,0,40,Clouds,scattered clouds,4478
2017-05-07 18:00:00,None,291.55,0,0,40,Clouds,scattered clouds,3991
2017-05-07 19:00:00,None,291.08,0,0,1,Clear,sky is clear,3342
2017-05-07 20:00:00,None,290.79,0,0,5,Clear,sky is clear,2940
2017-05-07 21:00:00,None,288.4,0,0,20,Clouds,few clouds,2418
2017-05-07 22:00:00,None,286.68,0,0,1,Clear,sky is clear,1624
2017-05-07 23:00:00,None,286.28,0,0,1,Clear,sky is clear,1108
2017-05-08 00:00:00,None,285.42,0,0,1,Clear,sky is clear,625
2017-05-08 01:00:00,None,284.75,0,0,40,Clouds,scattered clouds,374
2017-05-08 02:00:00,None,283.68,0,0,75,Clouds,broken clouds,281
2017-05-08 03:00:00,None,282.95,0,0,75,Clouds,broken clouds,334
2017-05-08 04:00:00,None,282.22,0,0,1,Clear,sky is clear,830
2017-05-08 05:00:00,None,281.62,0,0,1,Clear,sky is clear,2829
2017-05-08 06:00:00,None,281.15,0,0,1,Clear,sky is clear,5839
2017-05-08 07:00:00,None,280.88,0,0,1,Clear,sky is clear,6752
2017-05-08 08:00:00,None,281.41,0,0,1,Clear,sky is clear,5729
2017-05-08 09:00:00,None,283.75,0,0,1,Clear,sky is clear,4713
2017-05-08 10:00:00,None,286.01,0,0,20,Clouds,few clouds,4384
2017-05-08 11:00:00,None,287.95,0,0,1,Clear,sky is clear,4623
2017-05-08 12:00:00,None,289.95,0,0,75,Clouds,broken clouds,4609
2017-05-08 13:00:00,None,291.21,0,0,75,Clouds,broken clouds,4822
2017-05-08 14:00:00,None,292.08,0,0,40,Haze,haze,5048
2017-05-08 15:00:00,None,293.21,0,0,40,Clouds,scattered clouds,5521
2017-05-08 16:00:00,None,293.47,0,0,1,Clear,sky is clear,6364
2017-05-08 17:00:00,None,293.72,0,0,1,Rain,proximity shower rain,5703
2017-05-08 18:00:00,None,292.62,0,0,90,Drizzle,light intensity drizzle,4375
2017-05-08 19:00:00,None,291.66,0,0,90,Rain,proximity shower rain,3168
2017-05-08 20:00:00,None,290.16,0,0,75,Rain,proximity shower rain,2729
2017-05-08 21:00:00,None,288.69,0,0,75,Rain,heavy intensity rain,2201
2017-05-08 22:00:00,None,286.42,0,0,90,Thunderstorm,proximity thunderstorm with rain,1508
2017-05-08 23:00:00,None,285.29,0,0,90,Thunderstorm,thunderstorm,955
2017-05-09 00:00:00,None,284.86,0,0,90,Thunderstorm,thunderstorm,535
2017-05-09 01:00:00,None,284.44,0,0,75,Rain,moderate rain,352
2017-05-09 02:00:00,None,284.08,0,0,75,Drizzle,light intensity drizzle,233
2017-05-09 03:00:00,None,283.8,0,0,40,Rain,heavy intensity rain,317
2017-05-09 04:00:00,None,283.58,0,0,1,Drizzle,light intensity drizzle,837
2017-05-09 05:00:00,None,283.3,0,0,75,Clouds,broken clouds,2921
2017-05-09 06:00:00,None,283.15,0,0,90,Clouds,overcast clouds,6054
2017-05-09 07:00:00,None,282.89,0,0,90,Mist,mist,7011
2017-05-09 08:00:00,None,283.72,0,0,20,Mist,mist,6158
2017-05-09 09:00:00,None,284.42,0,0,90,Mist,mist,5082
2017-05-09 10:00:00,None,285.62,0,0,40,Mist,mist,4556
2017-05-09 11:00:00,None,287.65,0,0,1,Clear,sky is clear,4695
2017-05-09 12:00:00,None,289.93,0,0,20,Clouds,few clouds,4943
2017-05-09 13:00:00,None,290.79,0,0,75,Clouds,broken clouds,4911
2017-05-09 14:00:00,None,291.86,0,0,75,Clouds,broken clouds,5242
2017-05-09 15:00:00,None,292.79,0,0,40,Clouds,scattered clouds,5746
2017-05-09 16:00:00,None,294.08,0,0,1,Clear,sky is clear,6337
2017-05-09 17:00:00,None,294.08,0,0,1,Clear,sky is clear,6032
2017-05-09 18:00:00,None,293.87,0,0,75,Clouds,broken clouds,4462
2017-05-09 19:00:00,None,293.44,0,0,75,Rain,proximity shower rain,3462
2017-05-09 20:00:00,None,291.86,0,0,90,Rain,proximity shower rain,3022
2017-05-09 21:00:00,None,290.14,0,0,90,Rain,proximity shower rain,2655
2017-05-09 22:00:00,None,289.57,0,0,1,Rain,light rain,1817
2017-05-09 23:00:00,None,288.82,0,0,40,Clouds,scattered clouds,1313
2017-05-10 00:00:00,None,288.3,0,0,1,Clear,sky is clear,641
2017-05-10 01:00:00,None,286.36,0,0,1,Clear,sky is clear,399
2017-05-10 02:00:00,None,285.52,0,0,1,Clear,sky is clear,255
2017-05-10 03:00:00,None,284.51,0,0,1,Clear,sky is clear,347
2017-05-10 04:00:00,None,283.02,0,0,1,Clear,sky is clear,907
2017-05-10 05:00:00,None,282.29,0,0,1,Clear,sky is clear,2920
2017-05-10 06:00:00,None,282.75,0,0,90,Clouds,overcast clouds,5988
2017-05-10 07:00:00,None,283.64,0,0,75,Clouds,broken clouds,6739
2017-05-10 08:00:00,None,285.34,0,0,75,Clouds,broken clouds,5847
2017-05-10 09:00:00,None,287.68,0,0,75,Clouds,broken clouds,5062
2017-05-10 10:00:00,None,290.08,0,0,90,Clouds,overcast clouds,4596
2017-05-10 11:00:00,None,291.44,0,0,90,Clouds,overcast clouds,4983
2017-05-10 12:00:00,None,291.65,0,0,90,Clouds,overcast clouds,4938
2017-05-10 13:00:00,None,291.29,0,0,90,Rain,light rain,5026
2017-05-10 14:00:00,None,291.51,0,0,90,Rain,light rain,5050
2017-05-10 15:00:00,None,290.75,0,0,90,Rain,light rain,5667
2017-05-10 16:00:00,None,290.07,0,0,90,Rain,moderate rain,6347
2017-05-10 17:00:00,None,290.78,0,0,40,Clouds,scattered clouds,6184
2017-05-10 18:00:00,None,291.84,0,0,1,Clear,sky is clear,4628
2017-05-10 19:00:00,None,292.15,0,0,40,Clouds,scattered clouds,3633
2017-05-10 20:00:00,None,291.75,0,0,90,Clouds,overcast clouds,3193
2017-05-10 21:00:00,None,289.75,0,0,40,Clouds,scattered clouds,2767
2017-05-10 22:00:00,None,288.01,0,0,40,Clouds,scattered clouds,1987
2017-05-10 23:00:00,None,286.81,0,0,1,Clear,sky is clear,1121
2017-05-11 00:00:00,None,287.08,0,0,40,Clouds,scattered clouds,604
2017-05-11 01:00:00,None,285.83,0,0,40,Clouds,scattered clouds,430
2017-05-11 02:00:00,None,285.09,0,0,40,Clouds,scattered clouds,297
2017-05-11 03:00:00,None,283.63,0,0,1,Clear,sky is clear,365
2017-05-11 04:00:00,None,282.73,0,0,1,Clear,sky is clear,839
2017-05-11 05:00:00,None,281.73,0,0,1,Clear,sky is clear,2915
2017-05-11 06:00:00,None,281.16,0,0,1,Clear,sky is clear,5905
2017-05-11 07:00:00,None,280.73,0,0,1,Clear,sky is clear,6454
2017-05-11 08:00:00,None,282.3,0,0,1,Clear,sky is clear,5778
2017-05-11 09:00:00,None,284.01,0,0,5,Clear,sky is clear,5183
2017-05-11 10:00:00,None,285.48,0,0,5,Clear,sky is clear,4618
2017-05-11 11:00:00,None,286.58,0,0,5,Clear,sky is clear,4789
2017-05-11 12:00:00,None,287.58,0,0,1,Clear,sky is clear,5102
2017-05-11 13:00:00,None,288.82,0,0,1,Clear,sky is clear,5143
2017-05-11 14:00:00,None,289.88,0,0,1,Clear,sky is clear,5409
2017-05-11 15:00:00,None,290.68,0,0,5,Clear,sky is clear,5997
2017-05-11 16:00:00,None,291.28,0,0,1,Clear,sky is clear,6548
2017-05-11 17:00:00,None,291.52,0,0,5,Clear,sky is clear,6185
2017-05-11 18:00:00,None,291.75,0,0,5,Clear,sky is clear,5018
2017-05-11 19:00:00,None,291.68,0,0,1,Clear,sky is clear,3836
2017-05-11 20:00:00,None,290.95,0,0,1,Haze,haze,3423
2017-05-11 21:00:00,None,289.02,0,0,1,Clear,sky is clear,3057
2017-05-11 22:00:00,None,286.89,0,0,5,Clear,sky is clear,3076
2017-05-11 23:00:00,None,285.41,0,0,1,Clear,sky is clear,2935
2017-05-12 00:00:00,None,283.84,0,0,1,Clear,sky is clear,1349
2017-05-12 01:00:00,None,282.6,0,0,1,Clear,sky is clear,846
2017-05-12 02:00:00,None,281.03,0,0,1,Clear,sky is clear,399
2017-05-12 03:00:00,None,280.47,0,0,1,Clear,sky is clear,449
2017-05-12 04:00:00,None,279.72,0,0,1,Clear,sky is clear,929
2017-05-12 05:00:00,None,279.22,0,0,1,Clear,sky is clear,2897
